,id,country,continent,date_of_birth,date_of_death,weight,gender,type,habitat
9251,ELF0009251,Botswana,Africa,09.10.2017,,3734,female,African,natural
9252,ELF0009252,Zimbabwe,Africa,14.11.2021,,3347,male,African,natural
9253,ELF0009253,Botswana,Africa,23.06.2007,,4038,male,African,natural
9254,ELF0009254,Zimbabwe,Africa,03.08.1992,31.07.2016,4672,male,African,natural
9255,ELF0009255,Botswana,Africa,21.07.1994,,1347,female,African,natural
9256,ELF0009256,Thailand,Asia,12.05.1985,14.06.2023,1964,female,Asian,natural
9257,ELF0009257,India,Asia,28.04.2001,,5583,male,Asian,natural
9258,ELF0009258,Botswana,Africa,19.08.1976,17.02.2006,3244,female,African,natural
9259,ELF0009259,Botswana,Africa,23.09.1973,06.09.2006,4716,male,African,natural
9260,ELF0009260,Kenya,Africa,17.02.1993,,2570,female,African,natural
9261,ELF0009261,Botswana,Africa,14.07.1979,11.02.2005,3120,male,Asian,natural
9262,ELF0009262,Botswana,Africa,10.01.2002,,1909,female,African,natural
9263,ELF0009263,Botswana,Africa,21.05.2002,,2484,female,African,natural
9264,ELF0009264,Zambia,Africa,11.12.2005,,3176,male,African,natural
9265,ELF0009265,Zimbabwe,Africa,13.12.2011,,2092,female,African,natural
9266,ELF0009266,DR Congo,Africa,30.06.2011,,6486,male,African,natural
9267,ELF0009267,Zimbabwe,Africa,25.12.1981,11.03.2001,1694,female,African,natural
9268,ELF0009268,Zimbabwe,Africa,09.11.1994,10.10.2024,1303,female,African,natural
9269,ELF0009269,Botswana,Africa,18.11.2017,,4622,female,African,natural
9270,ELF0009270,Namibia,Africa,01.05.2000,,1940,female,African,natural
9271,ELF0009271,Kenya,Africa,13.07.1987,17.09.2013,1553,female,African,natural
9272,ELF0009272,Kenya,Africa,18.12.1983,11.08.2018,2859,female,African,natural
9273,ELF0009273,Kenya,Africa,17.10.1978,03.11.2007,4109,female,African,natural
9274,ELF0009274,Zambia,Africa,16.03.2000,,6013,male,African,natural
9275,ELF0009275,Zimbabwe,Africa,07.04.1989,,3879,female,African,natural
9276,ELF0009276,Zimbabwe,Africa,01.02.1974,08.08.1999,5959,male,African,natural
9277,ELF0009277,Indonesia,Asia,21.01.1995,,5904,male,Asian,natural
9278,ELF0009278,Tanzania,Africa,23.12.1978,19.07.2001,3321,female,African,natural
9279,ELF0009279,Zimbabwe,Africa,03.08.2005,,2243,female,African,natural
9280,ELF0009280,Zimbabwe,Africa,28.05.1972,16.02.1999,4149,male,African,natural
9281,ELF0009281,Zimbabwe,Africa,04.08.1980,12.06.2008,2940,male,African,natural
9282,ELF0009282,Botswana,Africa,05.03.1971,13.12.2006,3085,female,African,natural
9283,ELF0009283,Botswana,Africa,27.09.1990,,5268,male,African,natural
9284,ELF0009284,Uganda,Africa,06.01.2007,,5157,male,African,natural
9285,ELF0009285,Kenya,Africa,28.08.2008,,2960,female,African,natural
9286,ELF0009286,Zimbabwe,Africa,10.12.2017,,6760,male,African,natural
9287,ELF0009287,Kenya,Africa,31.10.2010,,87,female,African,natural
9288,ELF0009288,Zimbabwe,Africa,10.01.2007,,2368,female,African,natural
9289,ELF0009289,Zimbabwe,Africa,19.07.2007,,3739,male,African,natural
9290,ELF0009290,Mozambique,Africa,12.06.2000,25.11.2022,1934,female,African,natural
9291,ELF0009291,Sri Lanka,Asia,09.05.1976,31.10.2022,5285,male,Asian,natural
9292,ELF0009292,South Africa,Africa,23.10.2010,,2892,female,African,natural
9293,ELF0009293,Thailand,Asia,19.11.1972,03.03.1999,2878,female,African,natural
9294,ELF0009294,Uganda,Africa,16.09.1992,24.01.2010,3406,female,African,natural
9295,ELF0009295,Botswana,Africa,21.09.2000,,6163,male,African,natural
9296,ELF0009296,Zimbabwe,Africa,05.07.2003,,2991,male,African,natural
9297,ELF0009297,Namibia,Africa,28.05.1995,22.11.2023,3081,female,African,natural
9298,ELF0009298,Botswana,Africa,04.12.2004,,6727,male,Asian,natural
9299,ELF0009299,Cameroon,Africa,05.04.2002,,6533,male,African,natural
9300,ELF0009300,Zimbabwe,Africa,21.09.1990,02.12.2019,1421,female,African,natural
9301,ELF0009301,Tanzania,Africa,23.09.1992,19.08.2016,3209,female,African,natural
9302,ELF0009302,Tanzania,Africa,04.06.1990,22.08.2016,4170,male,African,natural
9303,ELF0009303,Nepal,Asia,20.03.2006,,3200,female,Asian,natural
9304,ELF0009304,Zimbabwe,Africa,29.09.1974,05.06.2015,3086,female,African,natural
9305,ELF0009305,DR Congo,Africa,06.04.2020,,6141,male,Asian,natural
9306,ELF0009306,Botswana,Africa,22.05.1985,13.04.2021,6275,male,African,natural
9307,ELF0009307,South Africa,Africa,07.09.1991,27.05.2021,2397,female,African,natural
9308,ELF0009308,Zambia,Africa,15.09.1988,04.09.2020,3614,female,Asian,natural
9309,ELF0009309,Indonesia,Asia,26.07.1975,04.03.2006,1698,female,African,natural
9310,ELF0009310,Kenya,Africa,10.05.2016,,3233,female,Asian,natural
9311,ELF0009311,Angola,Africa,28.10.1981,28.07.2012,1599,female,African,natural
9312,ELF0009312,Botswana,Africa,13.01.1997,12.12.2019,3536,female,African,natural
9313,ELF0009313,Zimbabwe,Africa,27.06.2014,,5593,male,African,natural
9314,ELF0009314,Botswana,Africa,15.05.2008,,7109,male,African,natural
9315,ELF0009315,Gabon,Africa,09.10.1977,06.04.1998,5953,male,Asian,natural
9316,ELF0009316,Uganda,Africa,16.08.1970,19.06.1998,5501,male,African,natural
9317,ELF0009317,Zimbabwe,Africa,10.11.1999,,4823,male,African,natural
9318,ELF0009318,Namibia,Africa,13.06.1988,12.02.2021,5451,male,African,natural
9319,ELF0009319,Tunisia,,08.01.2018,,3971,male,African,zoological garden
9320,ELF0009320,Zimbabwe,Africa,15.10.1984,15.06.2014,1184,female,Asian,natural
9321,ELF0009321,Zimbabwe,Africa,25.08.2006,,5863,male,African,natural
9322,ELF0009322,Tanzania,Africa,14.07.1976,08.12.2010,1552,female,African,natural
9323,ELF0009323,Angola,Africa,24.08.1999,,2746,female,African,natural
9324,ELF0009324,Kenya,Africa,06.03.2004,,7074,male,African,natural
9325,ELF0009325,Botswana,Africa,05.06.1972,22.10.1995,2051,female,Asian,natural
9326,ELF0009326,South Africa,Africa,19.04.1971,29.01.2005,5912,male,African,natural
9327,ELF0009327,Botswana,Africa,03.08.2003,,2815,female,African,natural
9328,ELF0009328,Botswana,Africa,24.05.1995,06.07.2022,3027,female,African,natural
9329,ELF0009329,Botswana,Africa,17.06.2002,,2325,female,African,natural
9330,ELF0009330,Botswana,Africa,15.07.1978,17.09.2005,1442,female,African,natural
9331,ELF0009331,Ethiopia,Africa,18.01.1993,26.09.2017,3297,female,Asian,natural
9332,ELF0009332,Namibia,Africa,29.05.2011,,4843,male,African,natural
9333,ELF0009333,Zimbabwe,Africa,16.04.2009,,5318,male,African,natural
9334,ELF0009334,Kenya,Africa,15.01.1996,06.09.2024,1644,female,African,natural
9335,ELF0009335,Tanzania,Africa,30.10.1999,04.09.2022,2632,female,African,natural
9336,ELF0009336,Tanzania,Africa,16.03.2002,,2093,female,African,natural
9337,ELF0009337,Sri Lanka,Asia,27.02.1989,06.05.2019,2144,female,Asian,natural
9338,ELF0009338,Zambia,Africa,21.09.2006,,4267,female,African,natural
9339,ELF0009339,Zimbabwe,Africa,08.02.1994,,3913,male,African,natural
9340,ELF0009340,Tanzania,Africa,17.05.1992,,4788,male,African,natural
9341,ELF0009341,South Africa,Africa,18.10.1992,,2673,male,African,natural
9342,ELF0009342,Zambia,Africa,17.02.2021,,2048,male,African,natural
9343,ELF0009343,Cameroon,Africa,26.06.1995,03.12.2019,2175,female,African,natural
9344,ELF0009344,Tanzania,Africa,08.11.1998,,5879,male,African,natural
9345,ELF0009345,India,Asia,01.10.1970,05.10.2006,1258,female,Asian,natural
9346,ELF0009346,Botswana,Africa,10.09.1997,,3133,male,African,natural
9347,ELF0009347,Zimbabwe,Africa,13.10.2022,,7233,male,African,natural
9348,ELF0009348,Tanzania,Africa,20.12.1970,27.05.2004,3938,female,African,natural
9349,ELF0009349,Tanzania,Africa,29.11.1999,,4654,male,African,natural
9350,ELF0009350,Botswana,Africa,20.02.2011,,2721,female,African,natural
9351,ELF0009351,Namibia,Africa,26.05.1994,03.12.2019,1316,female,African,natural
9352,ELF0009352,Botswana,Africa,17.12.1995,,2756,female,Asian,natural
9353,ELF0009353,Zimbabwe,Africa,07.08.1999,,5282,male,African,natural
9354,ELF0009354,Gabon,Africa,14.07.1971,18.07.1995,3392,female,African,natural
9355,ELF0009355,Zimbabwe,Africa,02.03.2009,,6095,male,African,natural
9356,ELF0009356,Sri Lanka,Asia,13.12.1984,22.09.2020,7189,male,Asian,natural
9357,ELF0009357,Zimbabwe,Africa,23.10.2011,,5490,male,African,natural
9358,ELF0009358,Uganda,Africa,27.12.1979,24.07.2004,3008,female,African,natural
9359,ELF0009359,Botswana,Africa,15.03.1985,25.03.2013,3657,male,African,natural
9360,ELF0009360,Botswana,Africa,09.12.2019,,3445,female,African,natural
9361,ELF0009361,Zimbabwe,Africa,25.08.2003,,1156,female,African,natural
9362,ELF0009362,Zimbabwe,Africa,20.12.1996,07.11.2018,4056,female,African,natural
9363,ELF0009363,South Africa,Africa,27.01.1987,30.10.2018,8251,male,African,natural
9364,ELF0009364,India,Asia,11.11.1971,01.08.2000,4558,male,Asian,natural
9365,ELF0009365,Botswana,Africa,09.11.1974,27.06.2008,3396,male,African,natural
9366,ELF0009366,Kenya,Africa,04.04.1981,10.06.2004,2730,female,African,natural
9367,ELF0009367,Zimbabwe,Africa,19.02.1977,10.07.2009,5905,male,African,natural
9368,ELF0009368,South Africa,Africa,18.10.2011,,6906,male,African,natural
9369,ELF0009369,India,Asia,02.01.2008,,3314,male,Asian,natural
9370,ELF0009370,Zimbabwe,Africa,27.04.2006,,4766,male,African,natural
9371,ELF0009371,Kenya,Africa,21.04.2009,,2450,female,African,natural
9372,ELF0009372,Tanzania,Africa,18.06.2018,,3418,male,African,natural
9373,ELF0009373,Zimbabwe,Africa,27.02.1994,19.07.2024,2433,female,African,natural
9374,ELF0009374,Botswana,Africa,26.06.1998,,2628,female,African,natural
9375,ELF0009375,Zambia,Africa,03.09.1985,27.07.2008,4241,male,African,natural
9376,ELF0009376,DR Congo,Africa,20.12.1974,14.01.2000,6260,male,African,natural
9377,ELF0009377,Zambia,Africa,18.09.2004,,3528,female,African,natural
9378,ELF0009378,Zimbabwe,Africa,08.06.1976,18.04.2009,6585,male,African,natural
9379,ELF0009379,Sri Lanka,Asia,23.02.1999,31.03.2023,3525,male,Asian,natural
9380,ELF0009380,South Africa,Africa,02.01.1974,13.09.1999,2351,female,African,natural
9381,ELF0009381,Botswana,Africa,07.06.1995,,3494,female,African,natural
9382,ELF0009382,Botswana,Africa,09.04.1998,,2816,female,African,natural
9383,ELF0009383,Botswana,Africa,04.06.1993,06.10.2024,5088,male,Asian,natural
9384,ELF0009384,Zimbabwe,Africa,30.05.2004,,1681,female,African,natural
9385,ELF0009385,Botswana,Africa,11.02.2002,,4468,male,African,natural
9386,ELF0009386,Tanzania,Africa,29.12.2001,22.03.2024,4939,male,African,natural
9387,ELF0009387,Zimbabwe,Africa,03.02.1998,,4816,male,African,natural
9388,ELF0009388,Zimbabwe,Africa,26.05.1996,27.12.2022,5476,female,African,natural
9389,ELF0009389,Namibia,Africa,21.06.1976,26.02.2007,3330,female,African,natural
9390,ELF0009390,Botswana,Africa,25.11.2016,,650,female,Asian,natural
9391,ELF0009391,Zimbabwe,Africa,30.10.1996,,6089,male,African,natural
9392,ELF0009392,Zimbabwe,Africa,30.07.1989,20.01.2018,4431,male,African,natural
9393,ELF0009393,Botswana,Africa,12.05.1974,10.09.2014,3660,female,African,natural
9394,ELF0009394,Botswana,Africa,24.07.1981,14.02.2010,3252,female,African,natural
9395,ELF0009395,Botswana,Africa,19.08.1993,15.08.2024,3066,female,African,natural
9396,ELF0009396,Zimbabwe,Africa,11.07.1996,26.05.2017,2758,female,African,natural
9397,ELF0009397,India,Asia,29.11.1982,30.05.2016,3642,male,Asian,natural
9398,ELF0009398,Zimbabwe,Africa,16.06.2023,,4889,male,African,natural
9399,ELF0009399,India,Asia,12.09.1992,,5755,male,Asian,natural
9400,ELF0009400,Botswana,Africa,15.08.2009,,718,female,African,natural
9401,ELF0009401,Gabon,Africa,10.03.1995,,1423,female,African,natural
9402,ELF0009402,South Africa,Africa,12.03.1970,10.02.2009,3585,male,African,natural
9403,ELF0009403,Botswana,Africa,22.02.1991,,5693,male,African,natural
9404,ELF0009404,Mozambique,Africa,26.07.1990,01.11.2014,3895,female,African,natural
9405,ELF0009405,Botswana,Africa,08.03.2013,,1993,female,African,natural
9406,ELF0009406,Angola,Africa,05.04.2021,,841,female,African,natural
9407,ELF0009407,Botswana,Africa,03.10.1996,30.01.2018,2379,male,African,natural
9408,ELF0009408,Sri Lanka,Asia,11.02.1994,11.11.2016,6649,male,Asian,natural
9409,ELF0009409,Gabon,Africa,15.06.2012,,2536,female,African,natural
9410,ELF0009410,Kenya,Africa,26.06.1975,17.10.2007,3584,male,Asian,natural
9411,ELF0009411,Kenya,Africa,02.01.2001,,4168,male,African,natural
9412,ELF0009412,Botswana,Africa,11.08.1992,02.07.2013,3481,female,African,natural
9413,ELF0009413,Zimbabwe,Africa,30.09.2013,,2066,female,African,natural
9414,ELF0009414,Botswana,Africa,09.12.2017,,3101,male,Asian,natural
9415,ELF0009415,South Africa,Africa,11.02.2019,,4943,female,African,natural
9416,ELF0009416,Zimbabwe,Africa,18.09.1979,19.05.2011,6233,male,African,natural
9417,ELF0009417,Zimbabwe,Africa,17.11.1977,15.12.2005,3598,male,Asian,natural
9418,ELF0009418,India,Asia,03.09.1995,,3845,female,African,natural
9419,ELF0009419,Zimbabwe,Africa,05.10.1998,,6620,male,African,natural
9420,ELF0009420,Tanzania,Africa,28.04.2011,,1816,female,African,natural
9421,ELF0009421,Namibia,Africa,26.08.2008,,5424,male,African,natural
9422,ELF0009422,Botswana,Africa,02.03.1981,09.07.2011,978,female,African,natural
9423,ELF0009423,Zambia,Africa,06.02.2023,,2786,female,African,natural
9424,ELF0009424,Sri Lanka,Asia,24.06.2000,,2835,female,Asian,natural
9425,ELF0009425,Zimbabwe,Africa,30.03.1981,21.03.2007,4911,male,African,natural
9426,ELF0009426,Zimbabwe,Africa,13.03.1975,16.02.2005,2773,female,African,natural
9427,ELF0009427,Botswana,Africa,16.11.2019,,5134,male,African,natural
9428,ELF0009428,Botswana,Africa,06.01.1992,,3826,female,African,natural
9429,ELF0009429,Kenya,Africa,25.04.1994,,7164,male,African,natural
9430,ELF0009430,Indonesia,Asia,03.05.2020,,2879,female,Asian,natural
9431,ELF0009431,Zambia,Africa,17.06.1976,10.07.2011,7566,male,African,natural
9432,ELF0009432,Zimbabwe,Africa,12.03.2008,,3586,male,African,natural
9433,ELF0009433,Cameroon,Africa,29.12.1976,23.05.2006,2220,female,African,natural
9434,ELF0009434,Botswana,Africa,09.03.1988,17.02.2023,2276,female,African,natural
9435,ELF0009435,Mozambique,Africa,06.10.1984,08.06.2012,3674,female,African,natural
9436,ELF0009436,Myanmar,Asia,23.03.2010,,3440,female,Asian,natural
9437,ELF0009437,South Africa,Africa,30.05.1970,26.02.2002,2075,male,African,natural
9438,ELF0009438,Zimbabwe,Africa,04.06.2003,,4535,male,African,natural
9439,ELF0009439,Tanzania,Africa,22.06.1994,,1974,female,African,natural
9440,ELF0009440,Myanmar,Asia,11.11.2012,,3427,female,African,natural
9441,ELF0009441,DR Congo,Africa,29.05.1995,20.02.2018,1925,female,African,natural
9442,ELF0009442,Botswana,Africa,24.04.1988,01.06.2016,4382,female,African,natural
9443,ELF0009443,Botswana,Africa,12.02.1982,10.12.2012,5952,male,African,natural
9444,ELF0009444,Cameroon,Africa,03.08.2002,,2747,male,Asian,natural
9445,ELF0009445,South Africa,Africa,09.12.1984,09.05.2021,2410,female,African,natural
9446,ELF0009446,Zimbabwe,Africa,25.01.1971,10.08.2000,2924,female,African,natural
9447,ELF0009447,Botswana,Africa,14.12.2006,,1535,female,African,natural
9448,ELF0009448,South Africa,Africa,09.05.2002,,4323,female,African,natural
9449,ELF0009449,Tanzania,Africa,18.01.1998,28.06.2022,3062,male,Asian,natural
9450,ELF0009450,Botswana,Africa,05.06.1985,26.10.2004,1519,female,African,natural
9451,ELF0009451,Zimbabwe,Africa,22.06.1973,18.06.2001,4241,male,African,natural
9452,ELF0009452,Zimbabwe,Africa,05.06.2017,,3366,male,African,natural
9453,ELF0009453,Zimbabwe,Africa,20.11.1975,16.05.2012,1455,female,African,natural
9454,ELF0009454,South Africa,Africa,06.07.2011,,5193,male,African,natural
9455,ELF0009455,Botswana,Africa,18.08.1986,17.05.2015,2029,female,African,natural
9456,ELF0009456,Namibia,Africa,15.08.1990,,3327,male,African,natural
9457,ELF0009457,Zambia,Africa,03.12.1993,19.12.2020,3903,female,African,natural
9458,ELF0009458,Botswana,Africa,03.09.1990,23.02.2018,2513,female,African,natural
9459,ELF0009459,Zimbabwe,Africa,25.07.2011,,5317,male,African,natural
9460,ELF0009460,Tanzania,Africa,24.09.1987,15.09.2016,424,female,African,natural
9461,ELF0009461,Gabon,Africa,10.10.1992,23.03.2021,3852,male,African,natural
9462,ELF0009462,Botswana,Africa,24.09.2021,,3274,male,Asian,natural
9463,ELF0009463,Botswana,Africa,07.09.1980,08.01.2007,2350,female,African,natural
9464,ELF0009464,Nigeria,Africa,01.03.1997,25.02.2023,2533,female,Asian,natural
9465,ELF0009465,Zimbabwe,Africa,17.09.1976,09.07.2011,5691,female,African,natural
9466,ELF0009466,Zimbabwe,Africa,02.12.1999,30.10.2022,4124,male,African,natural
9467,ELF0009467,Mozambique,Africa,11.10.1996,,4499,male,African,natural
9468,ELF0009468,Zimbabwe,Africa,26.05.1980,20.06.2010,4192,female,African,natural
9469,ELF0009469,Botswana,Africa,14.12.1976,01.07.2000,2343,female,African,natural
9470,ELF0009470,Zimbabwe,Africa,12.11.2000,,4093,female,Asian,natural
9471,ELF0009471,Bhutan,Asia,28.09.1979,03.03.2006,2370,female,Asian,natural
9472,ELF0009472,Tanzania,Africa,16.06.2017,,4741,female,African,natural
9473,ELF0009473,Zimbabwe,Africa,26.02.1975,01.05.2010,2892,female,African,natural
9474,ELF0009474,Zimbabwe,Africa,28.10.2000,,4026,male,Asian,natural
9475,ELF0009475,Tanzania,Africa,17.11.1999,,2245,male,African,natural
9476,ELF0009476,South Africa,Africa,19.01.1979,16.09.2007,3675,female,African,natural
9477,ELF0009477,Tanzania,Africa,11.03.1979,18.04.2004,3597,male,African,zoological garden
9478,ELF0009478,Botswana,Africa,26.05.2012,,5902,male,African,natural
9479,ELF0009479,Botswana,Africa,26.05.1988,10.07.2017,6638,male,Asian,natural
9480,ELF0009480,Tanzania,Africa,13.07.1984,19.01.2011,5662,male,African,natural
9481,ELF0009481,Zimbabwe,Africa,10.11.2004,,4449,male,African,natural
9482,ELF0009482,Zimbabwe,Africa,29.08.1998,28.10.2024,3253,female,African,natural
9483,ELF0009483,Botswana,Africa,20.10.1995,28.04.2022,3458,male,African,natural
9484,ELF0009484,Botswana,Africa,04.05.1986,,3143,female,African,natural
9485,ELF0009485,Tanzania,Africa,02.08.1974,18.09.2008,5093,male,African,natural
9486,ELF0009486,Botswana,Africa,15.06.1997,25.05.2021,5167,male,African,natural
9487,ELF0009487,Uganda,Africa,31.08.2002,,3877,female,African,natural
9488,ELF0009488,Zimbabwe,Africa,19.02.1974,29.03.2003,4819,male,African,natural
9489,ELF0009489,Botswana,Africa,08.09.1980,23.01.2003,6140,male,African,natural
9490,ELF0009490,India,Asia,26.09.2011,,2104,female,Asian,natural
9491,ELF0009491,India,Asia,15.02.1982,21.07.2008,4203,male,Asian,natural
9492,ELF0009492,Botswana,Africa,08.08.1994,,1475,female,African,natural
9493,ELF0009493,Namibia,Africa,23.02.1985,31.01.2019,1366,male,African,natural
9494,ELF0009494,Botswana,Africa,18.04.1983,30.08.2015,5768,male,African,natural
9495,ELF0009495,Tanzania,Africa,23.12.1996,18.08.2015,1506,female,African,natural
9496,ELF0009496,Namibia,Africa,03.12.1970,04.02.2000,3623,female,African,natural
9497,ELF0009497,Botswana,Africa,29.08.1993,01.10.2024,2909,female,African,natural
9498,ELF0009498,Kenya,Africa,14.12.1988,14.06.2023,8023,male,African,natural
9499,ELF0009499,Zimbabwe,Africa,27.09.1985,08.11.2017,2809,male,African,zoological garden
9500,ELF0009500,Kenya,Africa,20.10.1977,26.08.2006,5021,male,Asian,natural
9501,ELF0009501,Zimbabwe,Africa,27.02.2018,,2791,female,African,natural
9502,ELF0009502,South Africa,Africa,03.08.2009,,9987,male,African,natural
9503,ELF0009503,Namibia,Africa,25.03.2007,,3209,female,African,natural
9504,ELF0009504,Zimbabwe,Africa,27.08.1996,23.05.2017,3479,female,African,natural
9505,ELF0009505,Zambia,Africa,14.09.1983,01.08.2018,3998,female,African,natural
9506,ELF0009506,Cameroon,Africa,01.09.2013,,3367,female,African,natural
9507,ELF0009507,Botswana,Africa,10.01.1990,28.10.2022,6176,male,African,natural
9508,ELF0009508,Zimbabwe,Africa,25.02.1986,20.06.2015,5273,male,African,natural
9509,ELF0009509,South Africa,Africa,20.09.1980,12.12.2012,3427,female,African,natural
9510,ELF0009510,Kenya,Africa,27.10.1998,,3938,male,African,natural
9511,ELF0009511,South Africa,Africa,30.09.1983,17.10.2020,3973,male,African,natural
9512,ELF0009512,Malaysia,Asia,10.01.2024,,5718,male,Asian,natural
9513,ELF0009513,South Africa,Africa,31.12.1986,31.08.2014,6099,male,Asian,natural
9514,ELF0009514,Botswana,Africa,16.07.1983,30.05.2006,5310,male,African,natural
9515,ELF0009515,Zimbabwe,Africa,27.03.2023,,3007,male,African,natural
9516,ELF0009516,Myanmar,Asia,16.12.1979,03.04.1999,2657,female,Asian,natural
9517,ELF0009517,Mozambique,Africa,12.08.2014,,6035,male,African,natural
9518,ELF0009518,Zimbabwe,Africa,11.03.1987,28.11.2022,3922,female,African,natural
9519,ELF0009519,Tanzania,Africa,15.12.1974,02.04.1996,2663,female,African,natural
9520,ELF0009520,Gabon,Africa,11.07.1994,,4826,male,Asian,natural
9521,ELF0009521,Botswana,Africa,19.05.2018,,3942,male,African,natural
9522,ELF0009522,Tanzania,Africa,17.04.2000,,2289,female,African,natural
9523,ELF0009523,Zimbabwe,Africa,15.03.1975,02.09.2000,4923,male,African,natural
9524,ELF0009524,Zimbabwe,Africa,25.09.2017,,2050,male,African,natural
9525,ELF0009525,Botswana,Africa,18.12.2005,,2355,male,Asian,natural
9526,ELF0009526,Namibia,Africa,18.08.1986,29.12.2010,2199,female,African,natural
9527,ELF0009527,Zimbabwe,Africa,28.10.1990,17.01.2024,3242,female,African,natural
9528,ELF0009528,Kenya,Africa,31.05.1982,17.03.2012,3224,male,African,natural
9529,ELF0009529,Botswana,Africa,19.06.1987,27.11.2012,6210,male,African,natural
9530,ELF0009530,Botswana,Africa,26.03.1988,31.01.2017,1635,female,African,natural
9531,ELF0009531,Tanzania,Africa,13.05.1997,,1737,female,African,natural
9532,ELF0009532,Zimbabwe,Africa,07.04.2014,,1884,female,African,natural
9533,ELF0009533,South Africa,Africa,27.07.2019,,2605,female,African,natural
9534,ELF0009534,Botswana,Africa,15.09.1999,11.10.2021,3668,female,African,natural
9535,ELF0009535,Kenya,Africa,14.09.1983,05.03.2008,5633,male,African,natural
9536,ELF0009536,Tanzania,Africa,23.09.1980,16.02.2007,2636,female,African,natural
9537,ELF0009537,Zimbabwe,Africa,17.11.1972,03.07.2004,2772,female,African,natural
9538,ELF0009538,Tanzania,Africa,08.01.2000,,5356,male,African,natural
9539,ELF0009539,DR Congo,Africa,31.12.1979,25.04.2011,4367,male,African,natural
9540,ELF0009540,Zimbabwe,Africa,18.08.2012,,5388,female,African,natural
9541,ELF0009541,Tanzania,Africa,27.03.1975,28.12.1996,2884,female,African,natural
9542,ELF0009542,Botswana,Africa,05.09.1987,22.04.2015,2382,female,African,natural
9543,ELF0009543,Botswana,Africa,10.08.2005,,1907,male,African,natural
9544,ELF0009544,Gabon,Africa,25.09.1988,,2357,female,African,natural
9545,ELF0009545,Tanzania,Africa,23.09.1998,,1758,female,Asian,natural
9546,ELF0009546,South Africa,Africa,30.06.2000,12.08.2020,2176,female,African,natural
9547,ELF0009547,Botswana,Africa,17.02.2015,,6735,male,African,natural
9548,ELF0009548,India,Asia,19.05.2001,03.09.2024,3990,female,Asian,natural
9549,ELF0009549,Zimbabwe,Africa,08.03.1990,,1278,female,African,natural
9550,ELF0009550,Botswana,Africa,20.01.2017,,3977,female,Asian,natural
9551,ELF0009551,Botswana,Africa,16.11.1995,,173,female,African,natural
9552,ELF0009552,Tanzania,Africa,27.02.2004,,5410,male,African,natural
9553,ELF0009553,Zimbabwe,Africa,30.03.1980,06.03.2016,5502,male,African,natural
9554,ELF0009554,Namibia,Africa,27.02.2006,,3330,female,African,natural
9555,ELF0009555,India,Asia,13.09.1998,,3470,female,Asian,natural
9556,ELF0009556,Zimbabwe,Africa,07.09.2020,,5480,male,African,natural
9557,ELF0009557,Zimbabwe,Africa,21.02.1979,27.03.2013,7812,male,African,natural
9558,ELF0009558,Botswana,Africa,18.12.2001,,2933,female,African,natural
9559,ELF0009559,Botswana,Africa,02.12.1977,31.01.2013,2056,female,African,natural
9560,ELF0009560,India,Asia,08.10.2013,,4432,male,Asian,natural
9561,ELF0009561,Botswana,Africa,12.09.1991,22.01.2018,5464,male,African,natural
9562,ELF0009562,Sri Lanka,Asia,22.04.2002,,4702,male,African,natural
9563,ELF0009563,Kenya,Africa,10.04.2008,,4421,female,African,natural
9564,ELF0009564,Tanzania,Africa,09.01.2009,,2751,female,African,natural
9565,ELF0009565,Mozambique,Africa,28.09.1979,19.05.2017,5616,male,African,natural
9566,ELF0009566,Botswana,Africa,15.05.1999,,5130,male,African,natural
9567,ELF0009567,India,Asia,23.04.2023,,6078,male,Asian,natural
9568,ELF0009568,Botswana,Africa,13.01.2007,,5576,male,African,natural
9569,ELF0009569,Kenya,Africa,01.06.2021,,3892,female,African,natural
9570,ELF0009570,South Africa,Africa,02.02.1988,24.03.2002,6839,male,African,natural
9571,ELF0009571,Botswana,Africa,09.10.2013,,2505,female,African,natural
9572,ELF0009572,Botswana,Africa,24.11.1984,15.10.2015,654,female,African,natural
9573,ELF0009573,Sri Lanka,Asia,06.11.2008,,4114,female,Asian,natural
9574,ELF0009574,Tanzania,Africa,05.09.2009,,5498,male,African,natural
9575,ELF0009575,Uganda,Africa,04.06.1995,,2230,male,African,natural
9576,ELF0009576,Zimbabwe,Africa,18.05.1987,23.12.2018,3552,female,African,natural
9577,ELF0009577,Botswana,Africa,18.05.1986,30.05.2016,2567,female,African,natural
9578,ELF0009578,Botswana,Africa,23.11.2022,,5393,male,African,natural
9579,ELF0009579,Botswana,Africa,31.07.1993,,2238,female,African,natural
9580,ELF0009580,Botswana,Africa,18.02.1978,08.06.1998,4544,male,African,zoological garden
9581,ELF0009581,Tanzania,Africa,14.10.1989,07.10.2018,6283,male,African,natural
9582,ELF0009582,Zimbabwe,Africa,15.11.1972,11.07.1998,1708,female,African,natural
9583,ELF0009583,Zimbabwe,Africa,24.06.2021,,2919,female,Asian,natural
9584,ELF0009584,South Africa,Africa,26.08.1999,,6804,male,African,natural
9585,ELF0009585,Gabon,Africa,04.07.1970,14.02.2006,1702,female,African,natural
9586,ELF0009586,Liberia,Africa,19.06.1991,,4010,female,African,zoological garden
9587,ELF0009587,South Africa,Africa,01.05.1993,,3156,female,African,natural
9588,ELF0009588,Botswana,Africa,03.01.1973,28.07.1999,1932,male,African,natural
9589,ELF0009589,Tanzania,Africa,26.07.2003,,5615,male,African,natural
